新源,#genre#
第一财经,https://live.v1.mk/api/bestv.php?id=dycjhd8m/8000000
上海新闻综合,https://live.v1.mk/api/bestv.php?id=xwzhhd8m/8000000
东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
上海都市,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000
上海纪实人文,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
上海ICS,https://live.v1.mk/api/bestv.php?id=icshd8m/8000000
哈哈炫动,https://live.v1.mk/api/bestv.php?id=hhxd8m/8000000
五星体育,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000
法治天地,https://live.v1.mk/api/bestv.php?id=fztd8m/8000000
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
欢笑剧场4k,https://live.v1.mk/api/bestv.php?id=hxjc4k/15000000
都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc8m/8000000
七彩戏剧,https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc8m/8000000
劲爆体育,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000
新视觉,https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000
游戏风云,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000
生活时尚,https://live.v1.mk/api/bestv.php?id=shss8m/8000000
金色学堂,https://live.v1.mk/api/bestv.php?id=jingsepd8m/8000000
乐游,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000
魅力足球,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000
上海教育,https://live.v1.mk/api/bestv.php?id=setvhd/8000000
北京纪实科教,https://live.v1.mk/api/bestv.php?id=dajs8m/8000000
卡酷少儿,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000
陶瓷频道,https://live.v1.mk/api/bestv.php?id=taocihd/8000000
茶频道,https://live.v1.mk/api/bestv.php?id=cpdhdavs8m/8000000
快乐垂钓,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000
金鹰纪实,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
金鹰卡通,https://live.v1.mk/api/bestv.php?id=jykt/1300000
嘉佳卡通,https://live.v1.mk/api/bestv.php?id=jjkt/1300000
足球频道,https://live.v1.mk/api/bestv.php?id=zqpd8m/8000000
戏曲精选,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
热门综艺,https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000
健康养生,https://live.v1.mk/api/bestv.php?id=jkys8m/8000000
百变课堂,https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000
看天下精选,https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000
华语影院,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000
电竞天堂,https://live.v1.mk/api/bestv.php?id=djtt8m/8000000
青春动漫,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000
宝宝动画,https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000
星光影院,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000
谍战剧场,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000
全球大片,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000
热门剧场,https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000





336699,#genre#
民视台湾台,http://www.336699.live:1935/blockfour/4gtv-4gtv001.stream/playlist.m3u8
民视HD,http://www.336699.live:1935/blockfour/4gtv-4gtv002.stream/playlist.m3u8
民视第一台,http://www.336699.live:1935/blockfour/4gtv-4gtv003.stream/playlist.m3u8
FTV综艺,http://www.336699.live:1935/blockfour/4gtv-4gtv004.stream/playlist.m3u8
6,http://www.336699.live:1935/blockfour/4gtv-4gtv006.stream/playlist.m3u8
中天新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv009.stream/playlist.m3u8
影迷数位电影台,http://www.336699.live:1935/blockfour/4gtv-4gtv011.stream/playlist.m3u8
CNEX,http://www.336699.live:1935/blockfour/4gtv-4gtv013.stream/playlist.m3u8
时尚运动,http://www.336699.live:1935/blockfour/4gtv-4gtv014.stream/playlist.m3u8
GTV八大精彩台,http://www.336699.live:1935/blockfour/4gtv-4gtv034.stream/playlist.m3u8
GTV八大综合台,http://www.336699.live:1935/blockfour/4gtv-4gtv039.stream/playlist.m3u8
中视新闻HD,http://www.336699.live:1935/blockfour/4gtv-4gtv040.stream/playlist.m3u8
华视新闻资讯HD,http://www.336699.live:1935/blockfour/4gtv-4gtv041.stream/playlist.m3u8
公视戏剧,http://www.336699.live:1935/blockfour/4gtv-4gtv042.stream/playlist.m3u8
43,http://www.336699.live:1935/blockfour/4gtv-4gtv043.stream/playlist.m3u8
靖天卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖洋戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
靖天日本台,http://www.336699.live:1935/blockfour/4gtv-4gtv047.stream/playlist.m3u8
采昌,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
华视新闻资讯HD,http://www.336699.live:1935/blockfour/4gtv-4gtv052.stream/playlist.m3u8
53,http://www.336699.live:1935/blockfour/4gtv-4gtv053.stream/playlist.m3u8
靖天欢乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天映画,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖洋卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv057.stream/playlist.m3u8
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天电影台,http://www.336699.live:1935/blockfour/4gtv-4gtv061.stream/playlist.m3u8
靖天育乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天国际台,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
中视菁采HD,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
TVBS欢乐台HD,http://www.336699.live:1935/blockfour/4gtv-4gtv068.stream/playlist.m3u8
ELTA娱乐HD,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
TVBSHD,http://www.336699.live:1935/blockfour/4gtv-4gtv073.stream/playlist.m3u8
中视新闻HD,http://www.336699.live:1935/blockfour/4gtv-4gtv074.stream/playlist.m3u8
CATCHPLAY电影台,http://www.336699.live:1935/blockfour/4gtv-4gtv076.stream/playlist.m3u8
77,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
79,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8
中视经典HD,http://www.336699.live:1935/blockfour/4gtv-4gtv080.stream/playlist.m3u8
82,http://www.336699.live:1935/blockfour/4gtv-4gtv082.stream/playlist.m3u8
83,http://www.336699.live:1935/blockfour/4gtv-4gtv083.stream/playlist.m3u8
智林体育台,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8



谷豆源,#genre#
CCTV4K,http://www.56ku.ml/gudou.php?id=4005
CCTV16-4K,http://www.56ku.ml/gudou.php?id=4010
广东综艺4K,http://www.56ku.ml/gudou.php?id=GDZYHD4K_38000
G导视高清,http://www.56ku.ml/gudou.php?id=GHDdaoshi_7500
翡翠台,http://www.56ku.ml/gudou.php?id=1350_4500
明珠台,http://www.56ku.ml/gudou.php?id=1351_4500
凤凰中文.576,http://www.56ku.ml/gudou.php?id=fhzw_1500
星空卫视.576,http://www.56ku.ml/gudou.php?id=xingkong_1500
澳亚卫视.576,http://www.56ku.ml/gudou.php?id=aoya_1500
CCTV1,http://www.56ku.ml/gudou.php?id=CCTV1HD_7000
CCTV2,http://www.56ku.ml/gudou.php?id=CCTV2HD_7000
CCTV3,http://www.56ku.ml/gudou.php?id=CCTV3HD_7000
CCTV4,http://www.56ku.ml/gudou.php?id=CCTV-4HD_7500
CCTV5,http://www.56ku.ml/gudou.php?id=CCTV5HD_7000
CCTV5+,http://www.56ku.ml/gudou.php?id=CCTV5plusHD_7000
CCTV6,http://www.56ku.ml/gudou.php?id=CCTV6HD_7000
CCTV7,http://www.56ku.ml/gudou.php?id=CCTV7HD_7000
CCTV8,http://www.56ku.ml/gudou.php?id=CCTV8HD_7000
CCTV9,http://www.56ku.ml/gudou.php?id=CCTV9HD_7000
CCTV10,http://www.56ku.ml/gudou.php?id=CCTV10HD_7000
CCTV11,http://www.56ku.ml/gudou.php?id=CCTV-11HD_7500
CCTV12,http://www.56ku.ml/gudou.php?id=CCTV12HD_7000
CCTV13,http://www.56ku.ml/gudou.php?id=1613
CCTV14,http://www.56ku.ml/gudou.php?id=CCTV14HD_7000
CCTV15,http://www.56ku.ml/gudou.php?id=CCTV-15HD_7500
CCTV16,http://www.56ku.ml/gudou.php?id=1617_4500
CCTV17,http://www.56ku.ml/gudou.php?id=CCTV17HD
CGTN.576,http://www.56ku.ml/gudou.php?id=CCTV15news_1500
广东卫视,http://www.56ku.ml/gudou.php?id=guangdongHD_7000
深圳卫视,http://www.56ku.ml/gudou.php?id=shenzhenHD_7000
东方卫视,http://www.56ku.ml/gudou.php?id=dongfangHD_7000
北京卫视,http://www.56ku.ml/gudou.php?id=beijingHD_7000
湖南卫视,http://www.56ku.ml/gudou.php?id=hunanHD_7000
江西卫视,http://www.56ku.ml/gudou.php?id=jiangxiHD_7000
四川卫视,http://www.56ku.ml/gudou.php?id=sichuanHD_7000
江苏卫视,http://www.56ku.ml/gudou.php?id=jiangsuHD_7000
浙江卫视,http://www.56ku.ml/gudou.php?id=zhejiangHD_7000
天津卫视,http://www.56ku.ml/gudou.php?id=1415_4500
河北卫视,http://www.56ku.ml/gudou.php?id=1426_4500
重庆卫视,http://www.56ku.ml/gudou.php?id=chongqingHD_7000
贵州卫视,http://www.56ku.ml/gudou.php?id=guizhouHD_7000
辽宁卫视,http://www.56ku.ml/gudou.php?id=liaoningHD_7000
湖北卫视,http://www.56ku.ml/gudou.php?id=hubeiHD_7000
安徽卫视,http://www.56ku.ml/gudou.php?id=anhuiHD_7000
黑龙江卫视,http://www.56ku.ml/gudou.php?id=heilongjiangHD_7000
海南卫视,http://www.56ku.ml/gudou.php?id=1451_4500
陕西卫视,http://www.56ku.ml/gudou.php?id=1452_4500
东南卫视,http://www.56ku.ml/gudou.php?id=dongnanweishiHD
CHC高清电影,http://www.56ku.ml/gudou.php?id=CHCHD_7000
乐游,http://www.56ku.ml/gudou.php?id=quanjishiHD_7000
求索纪录,http://www.56ku.ml/gudou.php?id=QSJLHD_7000
求索科学,http://www.56ku.ml/gudou.php?id=qiusuokexueHD_7000
求索动物,http://www.56ku.ml/gudou.php?id=QSDWHD_7000
求索生活,http://www.56ku.ml/gudou.php?id=QSSHHD_7000
魅力足球,http://www.56ku.ml/gudou.php?id=meiliyinyueHD_7000
劲爆体育,http://www.56ku.ml/gudou.php?id=jinbaotiyuHD_7000
广东珠江,http://www.56ku.ml/gudou.php?id=gdzhujiangHD_7500
广东体育,http://www.56ku.ml/gudou.php?id=gdsportsHD_7000
广东经济科教,http://www.56ku.ml/gudou.php?id=GDjingjikejiaoHD_7000
广东新闻.576,http://www.56ku.ml/gudou.php?id=gdnews_1500
广东公共.576,http://www.56ku.ml/gudou.php?id=gdpublic_1500
大湾区卫视.576,http://www.56ku.ml/gudou.php?id=gdnanfang_1500
广东影视.576,http://www.56ku.ml/gudou.php?id=gdyingshi_1500
嘉佳卡通.576,http://www.56ku.ml/gudou.php?id=gdjiajiacartoon_1500
广东少儿.576,http://www.56ku.ml/gudou.php?id=gdshaoer_1500
汕头综合,http://www.56ku.ml/gudou.php?id=shantouyitaogaoqing_4500
汕头经济生活,http://www.56ku.ml/gudou.php?id=shantouertaogaoqing_4500
汕头文旅体育,http://www.56ku.ml/gudou.php?id=2508_4500
潮州综合,http://www.56ku.ml/gudou.php?id=3131
潮州民生,http://www.56ku.ml/gudou.php?id=3132
中山综合,http://www.56ku.ml/gudou.php?id=3665
中山公共,http://www.56ku.ml/gudou.php?id=3663
中山教育,http://www.56ku.ml/gudou.php?id=3664
鹤山综合,http://www.56ku.ml/gudou.php?id=3709
梅州1,http://www.56ku.ml/gudou.php?id=meizhou1HD_4500
梅州2,http://www.56ku.ml/gudou.php?id=meizhou2HD_4500
增城电视台,http://www.56ku.ml/gudou.php?id=2079
东莞新闻综合,http://www.56ku.ml/gudou.php?id=2121
东莞生活资讯,http://www.56ku.ml/gudou.php?id=2122
斗门融媒,http://www.56ku.ml/gudou.php?id=2207
惠州1,http://www.56ku.ml/gudou.php?id=2314
惠州2,http://www.56ku.ml/gudou.php?id=2316
博罗综合,http://www.56ku.ml/gudou.php?id=2305
广州综合.576,http://www.56ku.ml/gudou.php?id=guangzhou_1500
广州新闻.576,http://www.56ku.ml/gudou.php?id=gznews_1500
广州法治.576,http://www.56ku.ml/gudou.php?id=gzeconomic_1500
广州竞赛.576,http://www.56ku.ml/gudou.php?id=gzcompetition_1500
广州影视.576,http://www.56ku.ml/gudou.php?id=gzfilms_1500
佛山综合.576,http://www.56ku.ml/gudou.php?id=foshannews_1500
佛山公共.576,http://www.56ku.ml/gudou.php?id=foshanyingshi_1500
南海综合.576,http://www.56ku.ml/gudou.php?id=nanhaitai_2000
顺德综合.576,http://www.56ku.ml/gudou.php?id=shundetai_2000
湛江综合.576,http://www.56ku.ml/gudou.php?id=zhanjiangzonghe_1500
湛江公共.576,http://www.56ku.ml/gudou.php?id=zhanjianggonggong_1500
韶关新闻综合.576,http://www.56ku.ml/gudou.php?id=shaoguanzonghe_1500
韶关绿色生活.576,http://www.56ku.ml/gudou.php?id=shaoguangonggong_1500
始兴综合.576,http://www.56ku.ml/gudou.php?id=2641
江门综合.576,http://www.56ku.ml/gudou.php?id=3712_1500
江门侨乡生活.576,http://www.56ku.ml/gudou.php?id=jiangmenyitao_1500
新会综合.576,http://www.56ku.ml/gudou.php?id=xinhui_1500
佛冈.576,http://www.56ku.ml/gudou.php?id=2405
怀集综合.576,http://www.56ku.ml/gudou.php?id=2805
云浮综合.576,http://www.56ku.ml/gudou.php?id=yunfuyitao_1500
云浮文旅.576,http://www.56ku.ml/gudou.php?id=yunfuertao_1500
珠海1.576,http://www.56ku.ml/gudou.php?id=zhuhaiyitao_1500
珠海2.576,http://www.56ku.ml/gudou.php?id=zhuhaiertao_1500
河源综合.576,http://www.56ku.ml/gudou.php?id=heyuanyitao_1500
河源公共.576,http://www.56ku.ml/gudou.php?id=heyuanertao_1500
肇庆综合.576,http://www.56ku.ml/gudou.php?id=zhaoqingyitao_1500
肇庆生活服务.576,http://www.56ku.ml/gudou.php?id=zhaoqingertao_1500
揭阳综合.576,http://www.56ku.ml/gudou.php?id=jieyangyitao_1500
揭阳生活.576,http://www.56ku.ml/gudou.php?id=jieyangertao_1500
清远新闻综合.576,http://www.56ku.ml/gudou.php?id=qingyuanzonghe_1500
清远文旅生活.576,http://www.56ku.ml/gudou.php?id=qingyuangongong_1500
汕尾新闻综合.576,http://www.56ku.ml/gudou.php?id=shanweiyitao_1500
汕尾文化生活.576,http://www.56ku.ml/gudou.php?id=shanweiertao_1500
广州共享课堂一年级,http://www.56ku.ml/gudou.php?id=2061_1500
广州共享课堂二年级,http://www.56ku.ml/gudou.php?id=2062_1500
广州共享课堂三年级,http://www.56ku.ml/gudou.php?id=2063_1500
广州共享课堂四年级,http://www.56ku.ml/gudou.php?id=2064_1500
广州共享课堂五年级,http://www.56ku.ml/gudou.php?id=2065_1500
广州共享课堂六年级,http://www.56ku.ml/gudou.php?id=2066_1500
广州共享课堂初一.576,http://www.56ku.ml/gudou.php?id=2067_1500
广州共享课堂初二.576,http://www.56ku.ml/gudou.php?id=2068_1500
广州共享课堂初三.576,http://www.56ku.ml/gudou.php?id=2069_1500
广州共享课堂高一.576,http://www.56ku.ml/gudou.php?id=2070_1500
广州共享课堂高二.576,http://www.56ku.ml/gudou.php?id=2071_1500

卫视（主）,#genre#
NewTV超级电影4M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225623/index.m3u8
NewTV超级电影8M1080,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225766/index.m3u8
香港TVB ,http://line.premiumpowers.net:80/Manuel/1234567/153401
明珠台,http://159.75.85.63:8765/telegram@feiyangdigital-mingzhu.m3u8 
星空卫视,http://159.75.85.63:8765/telegram@feiyangdigital-xingkong.m3u8
CHC高清电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8
CHC家庭影院,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8
CHC动作电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8
午夜影院HD,https://pull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院HD,https://pull.kktv8.com/livekktv/99350550/playlist.m3u8

翡翠台,http://120.132.122.244:59845/hls/80/index.m3u8
J2,http://120.132.122.244:59845/hls/81/index.m3u8
无线 财经,http://120.132.122.244:59845/hls/82/index.m3u8
翡翠台HD1,http://23.237.10.66:16106/zhiboyuandakaTV/tvbjade7367895023.m3u8
CETV4HD,http://60.10.167.88:808/hls/100/index.m3u8
有限新闻台（测试）,http://103.214.71.71:1633/zhiboyuandakatv.xyz/12345.m3u8
中天新闻（测试）,http://103.214.71.71:1639/zhiboyuandakatv.xyz/12345.m3u8
HOYTV（原香港开电视）,http://103.214.71.71:1635/zhiboyuandakatv.xyz/12345.m3u8
TVBS56（测试）,http://103.214.71.71:1637/zhiboyuandakatv.xyz/12345.m3u8
翡翠台(测试),http://103.214.71.71:1631/zhiboyuandakatv.xyz/12345.m3u8
632,http://103.214.71.71:1632/zhiboyuandakatv.xyz/12345.m3u8
630,http://103.214.71.71:1630/zhiboyuandakatv.xyz/12345.m3u8
中天新闻1,http://103.214.71.71:1638/zhiboyuandakatv.xyz/12345.m3u8
TVBS HD,http://103.214.71.71:1636/zhiboyuandakatv.xyz/12345.m3u8
634,http://103.214.71.71:1634/zhiboyuandakatv.xyz/12345.m3u8

广东体育,http://fyld.eatuo.com:9901/tsfile/live/1012_1.m3u8
北海新闻,http://218.204.51.252:9901/tsfile/live/1001_1.m3u8
北海经济,http://218.204.51.252:9901/tsfile/live/1002_1.m3u8
广西卫视,http://218.204.51.252:9901/tsfile/live/1003_1.m3u8
广西综艺,http://218.204.51.252:9901/tsfile/live/1004_1.m3u8
广西新闻,http://218.204.51.252:9901/tsfile/live/1005_1.m3u8
东方卫视,http://218.204.51.252:9901/tsfile/live/1025_1.m3u8
北京卫视,http://218.204.51.252:9901/tsfile/live/1026_1.m3u8
黑龙江卫视,http://218.204.51.252:9901/tsfile/live/1028_1.m3u8
浙江卫视,http://218.204.51.252:9901/tsfile/live/1027_1.m3u8
辽宁卫视,http://218.204.51.252:9901/tsfile/live/1030_1.m3u8
江苏卫视,http://218.204.51.252:9901/tsfile/live/1029_1.m3u8
安徽卫视,http://218.204.51.252:9901/tsfile/live/1032_1.m3u8
广东卫视,http://218.204.51.252:9901/tsfile/live/1031_1.m3u8
江西卫视,http://218.204.51.252:9901/tsfile/live/1033_1.m3u8
山东卫视,http://218.204.51.252:9901/tsfile/live/1034_1.m3u8
湖南卫视,http://218.204.51.252:9901/tsfile/live/1035_1.m3u8
深圳卫视,http://218.204.51.252:9901/tsfile/live/1037_1.m3u8
湖北卫视,http://218.204.51.252:9901/tsfile/live/1036_1.m3u8
四川卫视,http://218.204.51.252:9901/tsfile/live/1038_1.m3u8
云南卫视,http://218.204.51.252:9901/tsfile/live/1040_1.m3u8
重庆卫视,http://218.204.51.252:9901/tsfile/live/1041_1.m3u8
天津卫视,http://218.204.51.252:9901/tsfile/live/1042_1.m3u8
河南卫视,http://218.204.51.252:9901/tsfile/live/1039_1.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
西藏卫视,http://218.204.51.252:9901/tsfile/live/1046_1.m3u8
山西卫视,http://218.204.51.252:9901/tsfile/live/1043_1.m3u8
河北卫视,http://218.204.51.252:9901/tsfile/live/1045_1.m3u8
贵州卫视,http://218.204.51.252:9901/tsfile/live/1047_1.m3u8
吉林卫视,http://218.204.51.252:9901/tsfile/live/1048_1.m3u8
青海卫视,http://218.204.51.252:9901/tsfile/live/1050_1.m3u8
宁夏卫视,http://218.204.51.252:9901/tsfile/live/1049_1.m3u8
嘉佳卡通,http://218.204.51.252:9901/tsfile/live/1024_1.m3u8
金鹰卡通,http://218.204.51.252:9901/tsfile/live/1023_1.m3u8
拉萨文旅,http://120.132.122.244:27283/hls/23/index.m3u8
西藏藏语,http://120.132.122.244:27283/hls/19/index.m3u8
九寨沟新闻综合,http://live.sctvcloud.com/live/jiuzhai/playlist.m3u8
江油新闻综合,http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
会理新闻频道,http://live.sctvcloud.com/live/huili/playlist.m3u8
广汉新闻综合,http://live.sctvcloud.com/live/guanghan/playlist.m3u8
甘洛综合频道,http://live.sctvcloud.com/live/ganluo/playlist.m3u8
东兴综合频道,http://live.sctvcloud.com/live/dongxing/playlist.m3u8
广西综艺,http://111.59.189.40:8445/tsfile/live/1023_1.m3u8
广西影视,http://111.59.189.40:8445/tsfile/live/1024_1.m3u8
广西新闻,http://111.59.189.40:8445/tsfile/live/1025_1.m3u8
广西都市,http://111.59.189.40:8445/tsfile/live/1027_1.m3u8
内蒙古卫视,http://39.134.175.224:18890/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225676/index.m3u8?fmt=ts2hls
内蒙古卫视[1920*1080],http://39.134.175.224:18890/gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225808/index.m3u8?fmt=ts2hls
北京影视,http://114.253.103.185:9901/tsfile/live/1019_1.m3u8
峨眉电影,http://183.223.157.33:9901/tsfile/live/1006_1.m3u8
CETV1,http://119.123.227.117:9600/hls/23/index.m3u8
天映经典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8
邵氏电影,http://wtv.weetai.cn/iptv/2022/tyzb09.php?id=4246519


测试,#genre#
CETV1,http://119.123.227.117:9600/hls/23/index.m3u8#http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225917/2/index.m3u8
CETV4,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225937/2/index.m3u8

CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8

CCTV1,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000210103.m3u8
CCTV2,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203603.m3u8
CCTV3,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV4,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8
CCTV5,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205103.m3u8
CCTV6,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203303.m3u8
CCTV7,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000510003.m3u8
CCTV8,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203903.m3u8
CCTV9,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000499403.m3u8
CCTV10,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8
CCTV11,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV12,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000202603.m3u8
CCTV13,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV14,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8
CCTV15,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV16,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8
CCTV16(4k),http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012492303.m3u8
CCTV17,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8
CCTV5+,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8
CCTV4K,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000266303.m3u8
CGTN英闻,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2001656803.m3u8
CGTN法语,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2010153503.m3u8
CGTN俄语,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2010152603.m3u8
CGTN阿拉伯语,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2010155203.m3u8
CGTN西班牙语,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2010152503.m3u8
CGTN纪录国际,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2010155403.m3u8
CCTV风云足球,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV风云音乐,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
CCTV风云剧场,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV第一剧场,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV怀旧剧场,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV兵器科技,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
CCTV世界地理,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CCTV高尔夫·网球,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
CCTV女性时尚,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
CCTV央视文化精品,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
CCTV央视台球,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
CCTV电视指南,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514003.m3u8
CCTV卫生健康,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513503.m3u8
深圳卫视,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
广东卫视,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
浙江卫视,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
湖南卫视,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
东方卫视,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
北京卫视,http://60.213.134.68/tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
